   1.06060606060606e+00   8.67140513175807e-01   4.68162902056215e-01
   1.09090909090909e+00   8.84237524084409e-01   4.71761747314864e-01
   1.12121212121212e+00   9.00608808185701e-01   4.75156970187834e-01
   1.15151515151515e+00   9.16211196012385e-01   4.78345453170013e-01
   1.18181818181818e+00   9.31001018499660e-01   4.81324268585552e-01
   1.21212121212121e+00   9.44934526641755e-01   4.84090681276071e-01
   1.24242424242424e+00   9.57968330018280e-01   4.86642151112092e-01
   1.27272727272727e+00   9.70059844401767e-01   4.88976335325390e-01
   1.30303030303030e+00   9.81167738867446e-01   4.91091090660133e-01
   1.33333333333333e+00   9.91252373360236e-01   4.92984475340828e-01
   1.36363636363636e+00   1.00027621848810e+00   4.94654750855264e-01
   1.39393939393939e+00   1.00820425034762e+00   4.96100383550819e-01
   1.42424242424242e+00   1.01500431437995e+00   4.97320046042668e-01
   1.45454545454545e+00   1.02064745353240e+00   4.98312618432589e-01
   1.48484848484848e+00   1.02510819729436e+00   4.99077189337262e-01
   1.51515151515152e+00   1.02836480942118e+00   4.99613056725097e-01
   1.54545454545455e+00   1.03039949330364e+00   4.99919728560849e-01
   1.57575757575758e+00   1.03119855494257e+00   4.99996923257402e-01
   1.60606060606061e+00   1.03075252431950e+00   4.99844569934325e-01
   1.63636363636364e+00   1.02905623660423e+00   4.99462808482953e-01
   1.66666666666667e+00   1.02610887510645e+00   4.98851989437941e-01
   1.69696969696970e+00   1.02191397817533e+00   4.98012673655401e-01
   1.72727272727273e+00   1.01647941239716e+00   4.96945631797919e-01
   1.75757575757576e+00   1.00981731446528e+00   4.95651843626935e-01
   1.78787878787879e+00   1.00194400402842e+00   4.94132497103118e-01
   1.81818181818182e+00   9.92879869696186e-01   4.92388987295581e-01
   1.84848484848485e+00   9.82649230222842e-01   4.90422915100919e-01
   1.87878787878788e+00   9.71280172730471e-01   4.88236085773265e-01
   1.90909090909091e+00   9.58804369692730e-01   4.85830507266697e-01
   1.93939393939394e+00   9.45256876296539e-01   4.83208388391527e-01
   1.96969696969697e+00   9.30675909742886e-01   4.80372136786166e-01
   2.00000000000000e+00   9.15102612043798e-01   4.77324356706420e-01
   2.03030303030303e+00   8.98580797920187e-01   4.74067846634259e-01
   2.06060606060606e+00   8.81156689498744e-01   4.70605596708232e-01
   2.09090909090909e+00   8.62878639636753e-01   4.66940785977920e-01
   2.12121212121212e+00   8.43796845858895e-01   4.63076779484919e-01
   2.15151515151515e+00   8.23963057056238e-01   4.59017125173046e-01
   2.18181818181818e+00   8.03430275260364e-01   4.54765550630607e-01
   2.21212121212121e+00   7.82252454950596e-01   4.50325959667712e-01
   2.24242424242424e+00   7.60484202467067e-01   4.45702428731785e-01
   2.27272727272727e+00   7.38180478176000e-01   4.40899203164552e-01
   2.30303030303030e+00   7.15396304057992e-01   4.35920693303959e-01
   2.33333333333333e+00   6.92186479359614e-01   4.30771470434581e-01
   2.36363636363636e+00   6.68605306861565e-01   4.25456262590255e-01
   2.39393939393939e+00   6.44706332172802e-01   4.19979950212783e-01
   2.42424242424242e+00   6.20542098263604e-01   4.14347561670694e-01
   2.45454545454545e+00   5.96163917206753e-01   4.08564268642177e-01
   2.48484848484848e+00   5.71621660812754e-01   4.02635381366432e-01
   2.51515151515152e+00   5.46963571531491e-01   3.96566343767789e-01
   2.54545454545455e+00   5.22236094658696e-01   3.90362728457076e-01
   2.57575757575758e+00   4.97483732541562e-01   3.84030231614833e-01
   2.60606060606061e+00   4.72748921133726e-01   3.77574667761057e-01
   2.63636363636364e+00   4.48071928915199e-01   3.71001964416291e-01
   2.66666666666667e+00   4.23490777876095e-01   3.64318156658953e-01
   2.69696969696970e+00   3.99041185971351e-01   3.57529381583910e-01
   2.72727272727273e+00   3.74756530192856e-01   3.50641872667374e-01
   2.75757575757576e+00   3.50667829179712e-01   3.43661954043304e-01
   2.78787878787879e+00   3.26803744099392e-01   3.36596034696564e-01
   2.81818181818182e+00   3.03190596383622e-01   3.29450602578173e-01
   2.84848484848485e+00   2.79852400792767e-01   3.22232218648045e-01
   2.87878787878788e+00   2.56810912210054e-01   3.14947510850694e-01
   2.90909090909091e+00   2.34085684529890e-01   3.07603168029435e-01
   2.93939393939394e+00   2.11694139999830e-01   3.00205933784659e-01
   2.96969696969697e+00   1.89651647399845e-01   2.92762600281846e-01
   3.00000000000000e+00   1.67971607491524e-01   2.85280002014967e-01
